0.35853168	-1.8590976	9.821015
0.6907272	-1.5951368	9.807248
0.21188684	-1.7316064	9.964068
0.51834464	-1.7292122	9.739613
0.44232875	-1.4730326	9.973645
0.36332008	-1.8644845	9.796474
0.7529764	-1.5831658	9.865308
0.21428104	-1.6765397	9.948506
0.48422727	-1.7770962	9.727641
0.47704467	-1.4856021	9.998186
0.26815057	-1.7914613	9.76116
0.7433996	-1.6130934	9.885658
0.3489549	-1.6436194	9.937134
0.4501099	-1.869273	9.747394
0.5333084	-1.4784195	10.013149
0.5333084	-1.4784195	10.013149
0.6715735	-1.7004817	9.906009
0.47584757	-1.5346832	9.928754
0.3417723	-1.863886	9.764153
0.653617	-1.5831658	9.956886
0.17956512	-1.674744	9.832387
0.48901567	-1.7525556	9.88087
0.56323594	-1.4808137	9.917381
0.31603462	-1.8010381	9.8281975
0.7026982	-1.6609774	9.897031
0.31603462	-1.5538368	9.862315
0.2861071	-1.8483236	9.873688
0.6596025	-1.532289	9.869497
0.25318682	-1.632247	9.9078045
0.57041854	-1.8082207	9.849147
0.5865794	-1.5298948	9.879673
0.1388637	-1.7950526	9.888651
0.5746084	-1.6759411	9.8042555
0.4357447	-1.5113398	9.937733
0.3268085	-1.8435352	9.793482
0.7284358	-1.5885527	9.873089
0.332794	-1.5873556	9.935338
0.35553893	-1.857302	9.77792
0.5997475	-1.5352818	9.981426
0.23942016	-1.6693571	9.848548
0.5793968	-1.82917	9.809044
0.6566098	-1.4945804	9.9509
0.18734628	-1.7316064	9.819818
0.5392939	-1.7531542	9.885658
0.5177461	-1.5059528	9.895235
0.23223756	-1.7782933	9.841366
0.6835446	-1.6861165	9.865907
0.51235914	-1.5113398	9.906608
0.20829554	-1.8094178	9.84795
0.61112	-1.656189	9.831789
0.41539398	-1.556231	9.932944
0.27353755	-1.8483236	9.79827
0.7296329	-1.632247	9.882067
0.4489128	-1.5167267	9.962273
0.22625205	-1.8435352	9.783905
0.63206923	-1.6573861	9.911995
0.40162733	-1.5227122	9.910797
0.30526072	-1.8519149	9.825804
0.72424597	-1.6418238	9.898228
0.41359833	-1.5125369	9.889849
0.23463176	-1.8249801	9.84376
0.6392518	-1.6675614	9.852139
0.41599253	-1.5454571	9.941323
0.2956839	-1.8369511	9.806051
0.7140706	-1.6460136	9.881469
0.42497078	-1.4790181	9.931149
0.20231004	-1.8064251	9.775525
0.61650693	-1.6657658	9.911396
0.47465047	-1.5484499	9.925761
0.272939	-1.8315642	9.811439
0.688333	-1.6699556	9.878476
0.48901567	-1.489792	9.907207
0.18195932	-1.7794904	9.825804
0.58598083	-1.7184381	9.824008
0.55006784	-1.520318	9.9233675
0.26934767	-1.7992425	9.807248
0.6159084	-1.7244236	9.836577
0.54887074	-1.455076	9.951499
0.16101006	-1.7393875	9.827001
0.52672434	-1.7770962	9.860519
0.6440402	-1.5215151	9.918579
0.26455927	-1.7286136	9.866505
0.49380407	-1.8088193	9.836577
0.5979518	-1.4873978	9.9155855
0.21009119	-1.650802	9.882666
0.44592005	-1.8549076	9.795278
0.7044938	-1.5538368	9.926958
0.30585927	-1.6412252	9.908403
0.39863455	-1.8166004	9.807248
0.6661866	-1.5209166	9.912593
0.28191724	-1.5640122	9.878476
0.35733458	-1.8644845	9.825804
0.736217	-1.6346412	9.898827
0.3836708	-1.573589	9.894637
0.6440402	-1.6154876	9.87668
0.3956418	-1.5418658	9.920374
0.26874912	-1.8441337	9.803059
0.6853402	-1.6849194	9.887454
0.49679685	-1.5155296	9.917381
0.21428104	-1.7914613	9.815628
0.5967547	-1.6879121	9.851541
0.5273229	-1.472434	9.9078045
0.24839842	-1.793257	9.83957
0.6087258	-1.7836802	9.827599
0.5877765	-1.5011644	9.9317465
0.19931728	-1.7130512	9.857527
0.48781857	-1.775899	9.84376
0.6446388	-1.4706383	9.934141
0.26396072	-1.6974889	9.848548
0.45429975	-1.8543091	9.812635
0.6613982	-1.5334861	9.9155855
0.27353755	-1.5837643	9.874885
0.27353755	-1.5837643	9.874885
0.27353755	-1.5837643	9.874885
0.34596214	-1.8303671	9.8042555
0.7116764	-1.5927426	9.900622
0.3800795	-1.5550339	9.911995
0.3028665	-1.8674773	9.80246
0.6685808	-1.6502035	9.894637
0.39863455	-1.4885949	9.955688
0.2208651	-1.7938555	9.808445
0.6542156	-1.7154454	9.873688
0.54348373	-1.501763	9.917381
0.20470424	-1.7788918	9.8359785
0.5590461	-1.7549498	9.829993
0.57640404	-1.4706383	9.8994255
0.20470424	-1.7046715	9.874286
0.52193594	-1.7926584	9.836577
0.6853402	-1.5275006	9.918579
0.23403321	-1.6753426	9.88506
0.3681085	-1.8327613	9.818621
0.647033	-1.5472528	9.917381
0.3268085	-1.5526397	9.87249
0.3339911	-1.8423381	9.809643
0.7050924	-1.6214731	9.886257
0.40521863	-1.5239093	9.9317465
0.6254852	-1.6909049	9.829993
0.6254852	-1.6909049	9.829993
0.6254852	-1.6909049	9.829993
0.51116204	-1.4748282	9.91798
0.22146365	-1.7741034	9.83119
0.59555763	-1.7567455	9.873089
0.21308394	-1.7208323	9.841964
0.48422727	-1.7962497	9.831789
0.6542156	-1.5071499	9.912593
0.2980781	-1.644218	9.882067
0.43514615	-1.8507178	9.8120365
0.6841431	-1.5652093	9.904214
0.31663316	-1.5789759	9.9155855
0.31004912	-1.8561049	9.800066
0.7044938	-1.6208745	9.903615
0.47105917	-1.5047557	9.925761
0.23762451	-1.8333598	9.8120365
0.61291564	-1.7280151	9.861716
0.5213374	-1.4862007	9.903016
0.219668	-1.7663223	9.858125
0.5901707	-1.7800889	9.844358
0.6254852	-1.4838065	9.920973
0.23403321	-1.6645687	9.87668
0.4357447	-1.8387468	9.803657
0.659004	-1.5334861	9.92217
0.30226794	-1.5783774	9.879673
0.34596214	-1.8465279	9.829993
0.7080851	-1.6017209	9.88506
0.38067806	-1.5107412	9.900622
0.2160767	-1.8261772	9.813832
0.647033	-1.6968904	9.861118
0.51475334	-1.5005659	9.913791
0.23942016	-1.774702	9.844957
0.58358663	-1.7615339	9.883265
0.6075286	-1.4814123	9.943119
0.6075286	-1.4814123	9.943119
0.6075286	-1.4814123	9.943119
0.4369418	-1.8423381	9.830592
0.700304	-1.5382745	9.9155855
