-100.0	-34.38599	000000
-34.38599	-23.46655	000001
-23.46655	-18.34729	000011
-18.34729	-14.78269	000010
-14.78269	-11.97342	000110
-11.97342	-9.61576	000111
-9.61576	-7.55981	000101
-7.55981	-5.71991	000100
-5.71991	-4.04224	001100
-4.04224	-2.49059	001101
-2.49059	-1.03934	001111
-1.03934	0.33037	001110
0.33037	1.63291	001010
1.63291	2.87952	001011
2.87952	4.07918	001001
4.07918	5.23925	001000
5.23925	6.36587	011000
6.36587	7.46423	011001
7.46423	8.53881	011011
8.53881	9.59355	011010
9.59355	10.63195	011110
10.63195	11.65717	011111
11.65717	12.67212	011101
12.67212	13.67954	011100
13.67954	14.68199	010100
14.68199	15.68199	010101
15.68199	16.68199	010111
16.68199	17.68445	010110
17.68445	18.69186	010010
18.69186	19.70682	010011
19.70682	20.73204	010001
20.73204	21.77043	010000
21.77043	22.82517	110000
22.82517	23.89976	110001
23.89976	24.99812	110011
24.99812	26.12473	110010
26.12473	27.28481	110110
27.28481	28.48447	110111
28.48447	29.73107	110101
29.73107	31.03362	110100
31.03362	32.40333	111100
32.40333	33.85457	111101
33.85457	35.40622	111111
35.40622	37.0839	111110
37.0839	38.92379	111010
38.92379	40.97975	111011
40.97975	43.33741	111001
43.33741	46.14667	111000
46.14667	49.71127	101000
49.71127	54.83054	101001
54.83054	65.74997	101011
65.74997	100.0	101010
